"severity","dimension","code","name","stage","detail"
"debt","deepVerification.notApproved","4680","ラウンドワン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4681","リゾートトラスト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4684","オービック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4686","ジャストシステム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4687","ＴＤＣソフト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4689","LINEヤフー","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4691","ワシントンホテル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4694","ビー・エム・エル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","469A","フィットクルー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4704","トレンドマイクロ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4705","クリップコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4709","ＩＤホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4714","リソー教育グループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4716","日本オラクル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4718","早稲田アカデミー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4719","アルファシステムズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","471A","ＮＳグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4722","フューチャー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4725","ＣＡＣ Ｈｏｌｄｉｎｇｓ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4732","ユー・エス・エス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4733","オービックビジネスコンサルタント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4743","アイティフォー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4751","サイバーエージェント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4755","楽天グループ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4763","クリーク・アンド・リバー社","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4765","ＳＢＩグローバルアセットマネジメント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4768","大塚商会","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4776","サイボウズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","477A","スタートライン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4784","ＧＭＯインターネット","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4792","山田コンサルティンググループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4801","セントラルスポーツ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4809","パラカ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","480A","リブ・コンサルティング","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4812","電通総研","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4813","ＡＣＣＥＳＳ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4819","デジタルガレージ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4820","イーエムシステムズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4825","ウェザーニューズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4826","ＣＩＪ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4828","ビジネスエンジニアリング","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4833","Ｄｅｆ ｃｏｎｓｕｌｔｉｎｇ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4839","ＷＯＷＯＷ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4847","インテリジェント ウェイブ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4848","フルキャストホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4849","エン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","485A","パワーエックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4880","セルソース","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4881","ファンペップ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4882","ペルセウスプロテオミクス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4883","モダリス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4884","クリングルファーマ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4885","室町ケミカル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4886","あすか製薬ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4887","サワイグループホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4888","ステラファーマ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4889","レナサイエンス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4890","坪田ラボ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4891","ティムス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4892","サイフューズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4893","ノイルイミューン・バイオテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4894","クオリプス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4896","ケイファーマ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4901","富士フイルムホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4902","コニカミノルタ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4911","資生堂","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4912","ライオン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4914","高砂香料工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4918","アイビー化粧品","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4919","ミルボン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4920","日本色材工業研究所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4922","コーセーホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4923","コタ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4925","ハーバー研究所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4926","シーボン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4927","ポーラ・オルビスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4928","ノエビアホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4929","アジュバンホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4931","新日本製薬","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4932","アルマード","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4933","Ｉ－ｎｅ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4934","プレミアアンチエイジング","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4935","リベルタ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4936","アクシージア","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4937","Ｗａｑｏｏ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4951","エステー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4956","コニシ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4958","長谷川香料","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4960","ケミプロ化成","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4966","上村工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4967","小林製薬","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4968","荒川化学工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4970","東洋合成工業","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4971","メック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4972","綜研化学","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4973","日本高純度化学","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4975","ＪＣＵ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4976","東洋ドライルーブ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4977","新田ゼラチン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4978","リプロセル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4979","ＯＡＴアグリオ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4980","デクセリアルズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4985","アース製薬","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4990","昭和化学工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4992","北興化学工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4994","大成ラミックグループ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","4996","クミアイ化学工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4997","日本農薬","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","4998","フマキラー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5010","日本精蝋","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5011","ニチレキグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5013","ユシロ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5015","ビーピー・カストロール","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5016","ＪＸ金属","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5018","ＭＯＲＥＳＣＯ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5019","出光興産","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5020","ENEOSホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5021","コスモエネルギーホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5031","モイ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5032","ＡＮＹＣＯＬＯＲ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5036","日本ビジネスシステムズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5038","eWeLL","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","504A","イノバセル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5074","テスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5076","インフロニア・ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5078","セレコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5079","ノバック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5101","横浜ゴム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5103","昭和ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5105","ＴＯＹＯ ＴＩＲＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5108","ブリヂストン","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5110","住友ゴム工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5121","藤倉コンポジット","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5122","オカモト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5161","西川ゴム工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5162","朝日ラバー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5184","ニチリン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5185","フコク","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5186","ニッタ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5187","クリエートメディック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5189","櫻護謨","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5192","三ツ星ベルト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5194","相模ゴム工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5195","バンドー化学","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5199","不二ラテックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5201","AGC","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5202","日本板硝子","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5204","石塚硝子","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","520A","ジェイファーマ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5210","日本山村硝子","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5214","日本電気硝子","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5216","倉元製作所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5218","オハラ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5232","住友大阪セメント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5233","太平洋セメント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5237","ノザワ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","523A","セイワホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5253","カバー","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5261","リソルホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5262","日本ヒューム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5268","旭コンクリート工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5269","日本コンクリート工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5271","トーヨーアサノ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5273","三谷セキサン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5279","日本興業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5280","ヨシコン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5282","ジオスター","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5283","高見澤","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5284","ヤマウホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5285","ヤマックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5287","イトーヨーギョー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5288","アジアパイルホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5290","ベルテクスコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5301","東海カーボン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5302","日本カーボン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5304","ＳＥＣカーボン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5310","東洋炭素","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5331","ノリタケ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5332","TOTO","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5333","NGK","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5334","日本特殊陶業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5337","ダントーホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5341","ＡＳＡＨＩ ＥＩＴＯホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5344","ＭＡＲＵＷＡ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5351","品川リフラ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5355","日本坩堝","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5356","美濃窯業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5357","ヨータイ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5363","東京窯業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5367","ニッカトー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5368","日本インシュレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5380","新東","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5381","マイポックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5384","フジミインコーポレーテッド","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5388","クニミネ工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5391","エーアンドエーマテリアル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5393","ニチアス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5401","日本製鉄","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5406","神戸製鋼所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5408","中山製鋼所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5410","合同製鐵","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5411","JFEホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5423","東京製鐵","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","542A","ビタブリッドジャパン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","543A","ＡＲＣＨＩＯＮ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5440","共英製鋼","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5444","大和工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5445","東京鐵鋼","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5446","北越メタル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5449","大阪製鐵","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","544A","ＧＭＳグループ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5451","ヨドコウ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5458","高砂鐵工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","545A","トランヴィア","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5461","中部鋼鈑","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5463","丸一鋼管","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5464","モリ工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","546A","ＭＩＲＡＩＮＩホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5471","大同特殊鋼","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","547A","ムニノバホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5480","日本冶金工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5482","愛知製鋼","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5484","東北特殊鋼","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5491","日本金属","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5527","ｐｒｏｐｅｒｔｙ ｔｅｃｈｎｏｌｏｇｉｅｓ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5532","リアルゲイト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5533","エリッツホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5535","ミガロホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5537","ＡｌｂａＬｉｎｋ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5541","大平洋金属","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5542","新報国マテリアル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5563","新日本電工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","556A","犬猫生活","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5574","ABEJA","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","558A","ＳＱＵＥＥＺＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5599","S&J","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","559A","梅乃宿酒造","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5602","栗本鐵工所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5603","虹技","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5609","日本鋳造","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5612","日本鋳鉄管","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5631","日本製鋼所","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5632","三菱製鋼","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5644","メタルアート","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5658","日亜鋼業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5659","日本精線","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5660","神鋼鋼線工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5695","パウダーテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5697","サンユウ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5698","エンビプロ・ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5699","イボキン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5702","大紀アルミニウム工業所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5703","日本軽金属ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5704","ＪＭＣ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5706","三井金属","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5707","東邦亜鉛","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5711","三菱マテリアル","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5713","住友金属鉱山","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5714","ＤＯＷＡホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5715","古河機械金属","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5721","エスクリプトエナジー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5724","アサカ理研","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5726","大阪チタニウムテクノロジーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5729","日本精鉱","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5741","ＵＡＣＪ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5742","エヌアイシ・オートテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5753","日本伸銅","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5757","ＣＫサンエツ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","575A","前澤ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5801","古河電気工業","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5802","住友電気工業","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5803","フジクラ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5805","ＳＷＣＣ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5816","オーナンバ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5817","ＪＭＡＣＳ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5819","カナレ電気","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5820","三ッ星","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5821","平河ヒューテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5830","いよぎんホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5831","しずおかフィナンシャルグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5832","ちゅうぎんフィナンシャルグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5834","ＳＢＩリーシングサービス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5838","楽天銀行","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5842","インテグラル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5843","ニッポンインシュア","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5844","京都フィナンシャルグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5845","全保連","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5851","リョービ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5852","アーレスティ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5857","ＡＲＥホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5858","ＳＴＧ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5867","エスネットワークス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5870","ナルネットコミュニケーションズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5884","クラダシ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5885","ジーデップ・アドバンス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5888","ＤＡＩＷＡ ＣＹＣＬＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5889","Ｊａｐａｎ Ｅｙｅｗｅａｒ Ｈｏｌｄｉｎｇｓ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5892","ｙｕｔｏｒｉ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","589A","ネイス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5900","ダイケン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5901","東洋製罐グループホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5902","ホッカンホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5905","日本製罐","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5906","エムケー精工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5909","コロナ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5911","横河ブリッジホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5915","駒井ハルテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5918","瀧上工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5921","川岸工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5922","那須電機鉄工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5923","高田機工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5928","アルメタックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5929","三和ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","5930","文化シヤッター","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5932","三協立山","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5933","アルインコ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5936","東洋シヤッター","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5938","ＬＩＸＩＬ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5939","大谷工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5940","不二サッシ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5941","中西製作所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5942","日本フイルコン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5943","ノーリツ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5945","天龍製鋸","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5946","長府製作所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5947","リンナイ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5949","ユニプレス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5950","日本パワーファスニング","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5951","ダイニチ工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5952","アマテイ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5955","ワイズホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5956","トーソー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5957","日東精工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5958","三洋工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5959","岡部","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5962","浅香工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5965","フジマック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5966","京都機械工具","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5967","ＴＯＮＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","5969","ロブテックス","core","status=not_started, stars=2"
